Point_ID,Annotation,Region,X,Y,Z
161,0,0,9811,11454,0
162,0,0,9811,11407,0
163,0,0,9811,11360,0
164,0,0,9811,11313,0
165,0,0,9811,11219,0
166,0,0,9811,11172,0
167,0,0,9811,11125,0
168,0,0,9811,11078,0
169,0,0,9764,10984,0
170,0,0,9764,10890,0
171,0,0,9717,10843,0
172,0,0,9717,10749,0
173,0,0,9717,10656,0
174,0,0,9670,10609,0
175,0,0,9670,10515,0
176,0,0,9623,10468,0
177,0,0,9623,10421,0
178,0,0,9623,10374,0
179,0,0,9576,10280,0
180,0,0,9576,10233,0
181,0,0,9529,10186,0
182,0,0,9529,10092,0
183,0,0,9482,9998,0
184,0,0,9482,9951,0
185,0,0,9435,9811,0
186,0,0,9388,9717,0
187,0,0,9388,9670,0
188,0,0,9388,9576,0
189,0,0,9388,9529,0
190,0,0,9341,9529,0
191,0,0,9294,9435,0
192,0,0,9294,9388,0
193,0,0,9294,9341,0
194,0,0,9294,9294,0
195,0,0,9247,9247,0
196,0,0,9200,9153,0
197,0,0,9154,9060,0
198,0,0,9107,9013,0
199,0,0,9060,8872,0
200,0,0,9060,8825,0
201,0,0,9013,8778,0
202,0,0,8966,8684,0
203,0,0,8966,8637,0
204,0,0,8919,8543,0
205,0,0,8872,8496,0
206,0,0,8872,8449,0
207,0,0,8872,8402,0
208,0,0,8825,8402,0
209,0,0,8778,8308,0
210,0,0,8778,8215,0
211,0,0,8731,8215,0
212,0,0,8731,8168,0
213,0,0,8731,8121,0
214,0,0,8684,8074,0
215,0,0,8637,8027,0
216,0,0,8637,7980,0
217,0,0,8637,7933,0
218,0,0,8590,7933,0
219,0,0,8590,7886,0
220,0,0,8590,7839,0
221,0,0,8590,7792,0
222,0,0,8590,7745,0
223,0,0,8543,7698,0
224,0,0,8543,7651,0
225,0,0,8496,7604,0
226,0,0,8496,7510,0
227,0,0,8496,7464,0
228,0,0,8496,7370,0
229,0,0,8496,7323,0
230,0,0,8496,7276,0
231,0,0,8496,7229,0
232,0,0,8496,7182,0
233,0,0,8496,7135,0
234,0,0,8496,7088,0
235,0,0,8449,7041,0
236,0,0,8449,6994,0
237,0,0,8449,6947,0
238,0,0,8449,6853,0
239,0,0,8449,6806,0
240,0,0,8449,6759,0
241,0,0,8449,6713,0
242,0,0,8449,6666,0
243,0,0,8449,6619,0
244,0,0,8449,6572,0
245,0,0,8449,6525,0
246,0,0,8449,6478,0
247,0,0,8449,6431,0
248,0,0,8449,6337,0
249,0,0,8449,6290,0
250,0,0,8496,6196,0
251,0,0,8543,6196,0
252,0,0,8543,6102,0
253,0,0,8543,6008,0
254,0,0,8543,5961,0
255,0,0,8590,5868,0
256,0,0,8637,5774,0
257,0,0,8637,5727,0
258,0,0,8637,5680,0
259,0,0,8637,5633,0
260,0,0,8684,5633,0
261,0,0,8684,5586,0
262,0,0,8731,5539,0
263,0,0,8731,5492,0
264,0,0,8731,5445,0
265,0,0,8731,5398,0
266,0,0,8778,5351,0
267,0,0,8778,5257,0
268,0,0,8778,5210,0
269,0,0,8778,5163,0
270,0,0,8825,5070,0
271,0,0,8872,4976,0
272,0,0,8872,4929,0
273,0,0,8872,4882,0
274,0,0,8872,4835,0
275,0,0,8919,4788,0
276,0,0,8919,4741,0
277,0,0,8966,4694,0
278,0,0,8966,4647,0
279,0,0,8966,4600,0
280,0,0,8966,4553,0
281,0,0,8966,4506,0
282,0,0,9013,4506,0
283,0,0,9013,4412,0
284,0,0,9013,4365,0
285,0,0,9013,4319,0
286,0,0,9013,4272,0
287,0,0,9060,4272,0
288,0,0,9060,4225,0
289,0,0,9060,4178,0
290,0,0,9060,4131,0
291,0,0,9107,4131,0
292,0,0,9107,4084,0
293,0,0,9107,4037,0
294,0,0,9107,3990,0
295,0,0,9107,3896,0
296,0,0,9154,3849,0
297,0,0,9154,3802,0
298,0,0,9154,3755,0
299,0,0,9154,3708,0
300,0,0,9107,3708,0
301,0,0,9060,3661,0
302,0,0,9013,3661,0
303,0,0,8966,3661,0
304,0,0,8966,3614,0
305,0,0,8919,3614,0
306,0,0,8872,3567,0
307,0,0,8825,3567,0
308,0,0,8778,3567,0
309,0,0,8731,3567,0
310,0,0,8684,3521,0
311,0,0,8637,3521,0
312,0,0,8590,3521,0
313,0,0,8543,3474,0
314,0,0,8496,3474,0
315,0,0,8449,3427,0
316,0,0,8403,3427,0
317,0,0,8356,3427,0
318,0,0,8309,3427,0
319,0,0,8262,3427,0
320,0,0,8215,3380,0
321,0,0,8168,3380,0
322,0,0,8121,3380,0
323,0,0,7980,3333,0
324,0,0,7839,3333,0
325,0,0,7558,3286,0
326,0,0,7511,3286,0
327,0,0,7417,3239,0
328,0,0,7323,3192,0
329,0,0,7229,3192,0
330,0,0,7135,3192,0
331,0,0,7088,3192,0
332,0,0,7041,3192,0
333,0,0,6994,3145,0
334,0,0,6900,3145,0
335,0,0,6853,3145,0
336,0,0,6807,3145,0
337,0,0,6760,3098,0
338,0,0,6713,3098,0
339,0,0,6666,3098,0
340,0,0,6619,3098,0
341,0,0,6572,3098,0
342,0,0,6525,3098,0
343,0,0,6478,3098,0
344,0,0,6431,3051,0
345,0,0,6337,3051,0
346,0,0,6290,3051,0
347,0,0,6196,3051,0
348,0,0,6102,3051,0
349,0,0,6055,3004,0
350,0,0,6009,3004,0
351,0,0,5962,3004,0
352,0,0,5915,3004,0
353,0,0,5868,3004,0
354,0,0,5821,3004,0
355,0,0,5774,3004,0
356,0,0,5727,3004,0
357,0,0,5680,3004,0
358,0,0,5633,3004,0
359,0,0,5586,3004,0
360,0,0,5539,3004,0
361,0,0,5492,3004,0
362,0,0,5445,3004,0
363,0,0,5398,3004,0
364,0,0,5351,3004,0
365,0,0,5304,2957,0
366,0,0,5257,2957,0
367,0,0,5211,2957,0
368,0,0,5164,2957,0
369,0,0,5117,2957,0
370,0,0,5070,2957,0
371,0,0,4976,2957,0
372,0,0,4929,2957,0
373,0,0,4882,2957,0
374,0,0,4788,2957,0
375,0,0,4741,2957,0
376,0,0,4694,2957,0
377,0,0,4647,2957,0
378,0,0,4600,2957,0
379,0,0,4553,3004,0
380,0,0,4459,3098,0
381,0,0,4413,3098,0
382,0,0,4366,3145,0
383,0,0,4319,3192,0
384,0,0,4319,3239,0
385,0,0,4272,3286,0
386,0,0,4225,3286,0
387,0,0,4225,3333,0
388,0,0,4178,3380,0
389,0,0,4178,3427,0
390,0,0,4131,3427,0
391,0,0,4131,3474,0
392,0,0,4084,3474,0
393,0,0,4084,3521,0
394,0,0,4037,3521,0
395,0,0,4037,3567,0
396,0,0,3990,3567,0
397,0,0,3990,3614,0
398,0,0,3990,3661,0
399,0,0,3943,3661,0
400,0,0,3943,3708,0
401,0,0,3896,3708,0
402,0,0,3896,3755,0
403,0,0,3849,3755,0
404,0,0,3849,3802,0
405,0,0,3849,3849,0
406,0,0,3802,3849,0
407,0,0,3755,3896,0
408,0,0,3755,3943,0
409,0,0,3708,3990,0
410,0,0,3708,4037,0
411,0,0,3662,4084,0
412,0,0,3615,4084,0
413,0,0,3615,4131,0
414,0,0,3615,4178,0
415,0,0,3568,4225,0
416,0,0,3568,4272,0
417,0,0,3521,4365,0
418,0,0,3474,4365,0
419,0,0,3474,4412,0
420,0,0,3474,4459,0
421,0,0,3427,4459,0
422,0,0,3427,4506,0
423,0,0,3427,4553,0
424,0,0,3380,4600,0
425,0,0,3333,4600,0
426,0,0,3333,4694,0
427,0,0,3286,4741,0
428,0,0,3286,4788,0
429,0,0,3286,4835,0
430,0,0,3286,4882,0
431,0,0,3286,4929,0
432,0,0,3286,4976,0
433,0,0,3239,5023,0
434,0,0,3239,5070,0
435,0,0,3239,5117,0
436,0,0,3239,5163,0
437,0,0,3239,5210,0
438,0,0,3239,5257,0
439,0,0,3239,5304,0
440,0,0,3239,5351,0
441,0,0,3239,5398,0
442,0,0,3239,5445,0
443,0,0,3239,5492,0
444,0,0,3239,5539,0
445,0,0,3239,5586,0
446,0,0,3239,5633,0
447,0,0,3239,5680,0
448,0,0,3239,5774,0
449,0,0,3239,5821,0
450,0,0,3239,5868,0
451,0,0,3239,5915,0
452,0,0,3239,5961,0
453,0,0,3239,6008,0
454,0,0,3239,6055,0
455,0,0,3239,6102,0
456,0,0,3192,6102,0
457,0,0,3192,6196,0
458,0,0,3098,6243,0
459,0,0,3098,6290,0
460,0,0,3051,6337,0
461,0,0,3051,6384,0
462,0,0,2957,6384,0
463,0,0,2957,6431,0
464,0,0,2910,6478,0
465,0,0,2864,6478,0
466,0,0,2817,6572,0
467,0,0,2723,6666,0
468,0,0,2676,6666,0
469,0,0,2629,6713,0
470,0,0,2582,6759,0
471,0,0,2582,6806,0
472,0,0,2535,6806,0
473,0,0,2488,6853,0
474,0,0,2488,6900,0
475,0,0,2488,6947,0
476,0,0,2441,6994,0
477,0,0,2441,7041,0
478,0,0,2441,7088,0
479,0,0,2441,7135,0
480,0,0,2441,7182,0
481,0,0,2441,7229,0
482,0,0,2441,7276,0
483,0,0,2441,7323,0
484,0,0,2441,7370,0
485,0,0,2441,7417,0
486,0,0,2441,7464,0
487,0,0,2394,7464,0
488,0,0,2394,7510,0
489,0,0,2394,7557,0
490,0,0,2394,7604,0
491,0,0,2394,7651,0
492,0,0,2394,7698,0
493,0,0,2394,7745,0
494,0,0,2394,7792,0
495,0,0,2394,7839,0
496,0,0,2394,7886,0
497,0,0,2394,7980,0
498,0,0,2394,8027,0
499,0,0,2394,8121,0
500,0,0,2394,8168,0
501,0,0,2347,8215,0
502,0,0,2347,8308,0
503,0,0,2347,8402,0
504,0,0,2347,8496,0
505,0,0,2347,8543,0
506,0,0,2347,8590,0
507,0,0,2347,8684,0
508,0,0,2347,8731,0
509,0,0,2347,8825,0
510,0,0,2347,8872,0
511,0,0,2347,8919,0
512,0,0,2347,8966,0
513,0,0,2347,9060,0
514,0,0,2347,9153,0
515,0,0,2347,9200,0
516,0,0,2347,9247,0
517,0,0,2347,9294,0
518,0,0,2347,9388,0
519,0,0,2347,9435,0
520,0,0,2347,9482,0
521,0,0,2300,9482,0
522,0,0,2300,9529,0
523,0,0,2300,9576,0
524,0,0,2300,9670,0
525,0,0,2300,9764,0
526,0,0,2300,9811,0
527,0,0,2300,9858,0
528,0,0,2300,9904,0
529,0,0,2253,9951,0
530,0,0,2253,10045,0
531,0,0,2253,10092,0
532,0,0,2253,10139,0
533,0,0,2253,10186,0
534,0,0,2206,10233,0
535,0,0,2206,10280,0
536,0,0,2206,10327,0
537,0,0,2206,10374,0
538,0,0,2206,10421,0
539,0,0,2206,10515,0
540,0,0,2206,10562,0
541,0,0,2206,10609,0
542,0,0,2206,10702,0
543,0,0,2206,10796,0
544,0,0,2159,10843,0
545,0,0,2159,10890,0
546,0,0,2159,10937,0
547,0,0,2159,10984,0
548,0,0,2159,11031,0
549,0,0,2159,11078,0
550,0,0,2159,11125,0
551,0,0,2159,11219,0
552,0,0,2159,11266,0
553,0,0,2159,11360,0
554,0,0,2159,11407,0
555,0,0,2159,11454,0
556,0,0,2112,11500,0
557,0,0,2112,11594,0
558,0,0,2112,11688,0
559,0,0,2112,11782,0
560,0,0,2112,11829,0
561,0,0,2112,11876,0
562,0,0,2112,11923,0
563,0,0,2112,12017,0
564,0,0,2112,12064,0
565,0,0,2066,12111,0
566,0,0,2066,12158,0
567,0,0,2066,12205,0
568,0,0,2066,12252,0
569,0,0,2066,12298,0
570,0,0,2066,12345,0
571,0,0,2066,12439,0
572,0,0,2066,12486,0
573,0,0,2066,12580,0
574,0,0,2066,12627,0
575,0,0,2066,12674,0
576,0,0,2066,12768,0
577,0,0,2066,12862,0
578,0,0,2066,13003,0
579,0,0,2066,13096,0
580,0,0,2066,13143,0
581,0,0,2066,13190,0
582,0,0,2066,13237,0
583,0,0,2066,13284,0
584,0,0,2066,13378,0
585,0,0,2066,13472,0
586,0,0,2066,13519,0
587,0,0,2066,13566,0
588,0,0,2066,13613,0
589,0,0,2066,13660,0
590,0,0,2066,13707,0
591,0,0,2066,13754,0
592,0,0,2066,13801,0
593,0,0,2066,13894,0
594,0,0,2066,13941,0
595,0,0,2019,13988,0
596,0,0,2019,14035,0
597,0,0,2019,14129,0
598,0,0,2019,14223,0
599,0,0,1972,14270,0
600,0,0,1972,14317,0
601,0,0,1972,14364,0
602,0,0,1972,14411,0
603,0,0,1972,14552,0
604,0,0,1925,14645,0
605,0,0,1925,14786,0
606,0,0,1925,14833,0
607,0,0,1925,14880,0
608,0,0,1925,14974,0
609,0,0,1925,15068,0
610,0,0,1925,15162,0
611,0,0,1925,15209,0
612,0,0,1925,15256,0
613,0,0,1925,15303,0
614,0,0,1925,15350,0
615,0,0,1925,15443,0
616,0,0,1925,15537,0
617,0,0,1925,15584,0
618,0,0,1925,15631,0
619,0,0,1925,15678,0
620,0,0,1925,15725,0
621,0,0,1925,15819,0
622,0,0,1925,15866,0
623,0,0,1925,15913,0
624,0,0,1925,15960,0
625,0,0,1737,16382,0
626,1,0,1737,16382,0
627,1,0,1784,16382,0
628,1,0,1878,16382,0
629,1,0,1925,16382,0
630,1,0,1972,16382,0
631,1,0,2019,16382,0
632,1,0,2066,16382,0
633,1,0,2112,16382,0
634,1,0,2206,16382,0
635,1,0,2253,16382,0
636,1,0,2300,16382,0
637,1,0,2347,16382,0
638,1,0,2394,16382,0
639,1,0,2441,16382,0
640,1,0,2488,16382,0
641,1,0,2535,16382,0
642,1,0,2629,16382,0
643,1,0,2676,16382,0
644,1,0,2723,16382,0
645,1,0,2770,16382,0
646,1,0,2817,16382,0
647,1,0,2864,16382,0
648,1,0,2957,16382,0
649,1,0,3051,16382,0
650,1,0,3098,16382,0
651,1,0,3145,16382,0
652,1,0,3239,16382,0
653,1,0,3333,16382,0
654,1,0,3474,16382,0
655,1,0,3521,16382,0
656,1,0,3615,16382,0
657,1,0,3708,16382,0
658,1,0,3990,16382,0
659,1,0,4037,16382,0
660,1,0,4178,16382,0
661,1,0,4366,16382,0
662,1,0,4459,16382,0
663,1,0,4553,16382,0
664,1,0,4647,16382,0
665,1,0,4788,16382,0
666,1,0,4929,16382,0
667,1,0,5023,16382,0
668,1,0,5211,16382,0
669,1,0,5351,16382,0
670,1,0,5445,16382,0
671,1,0,5539,16382,0
672,1,0,5633,16382,0
673,1,0,5680,16382,0
674,1,0,5821,16382,0
675,1,0,5915,16335,0
676,1,0,6009,16335,0
677,1,0,6055,16335,0
678,1,0,6196,16335,0
679,1,0,6243,16335,0
680,1,0,6290,16335,0
681,1,0,6384,16335,0
682,1,0,6525,16335,0
683,1,0,6619,16335,0
684,1,0,6760,16335,0
685,1,0,6853,16335,0
686,1,0,6947,16335,0
687,1,0,7041,16335,0
688,1,0,7135,16335,0
689,1,0,7229,16335,0
690,1,0,7276,16335,0
691,1,0,7370,16335,0
692,1,0,7417,16335,0
693,1,0,7558,16335,0
694,1,0,7605,16335,0
695,1,0,7792,16335,0
696,1,0,7839,16335,0
697,1,0,7980,16335,0
698,1,0,8074,16335,0
699,1,0,8262,16335,0
700,1,0,8309,16335,0
701,1,0,8356,16335,0
702,1,0,8403,16335,0
703,1,0,8449,16335,0
704,1,0,8496,16335,0
705,1,0,8590,16335,0
706,1,0,8637,16335,0
707,1,0,8684,16335,0
708,1,0,8731,16335,0
709,1,0,8778,16335,0
710,1,0,8825,16335,0
711,1,0,8872,16335,0
712,1,0,8919,16335,0
713,1,0,8966,16335,0
714,1,0,9013,16335,0
715,1,0,9060,16335,0
716,1,0,9107,16335,0
717,1,0,9154,16241,0
718,1,0,9200,16148,0
719,1,0,9341,15772,0
720,1,0,9388,15725,0
721,1,0,9388,15678,0
722,1,0,9435,15631,0
723,1,0,9435,15584,0
724,1,0,9435,15537,0
725,1,0,9482,15537,0
726,1,0,9482,15490,0
727,1,0,9529,15443,0
728,1,0,9529,15397,0
729,1,0,9529,15350,0
730,1,0,9576,15303,0
731,1,0,9576,15256,0
732,1,0,9576,15209,0
733,1,0,9623,15209,0
734,1,0,9623,15162,0
735,1,0,9670,15115,0
736,1,0,9670,15068,0
737,1,0,9670,15021,0
738,1,0,9670,14974,0
739,1,0,9717,14927,0
740,1,0,9717,14833,0
741,1,0,9717,14786,0
742,1,0,9764,14739,0
743,1,0,9764,14692,0
744,1,0,9811,14599,0
745,1,0,9811,14505,0
746,1,0,9811,14411,0
747,1,0,9811,14317,0
748,1,0,9811,14270,0
749,1,0,9811,14223,0
750,1,0,9858,14176,0
751,1,0,9858,14129,0
752,1,0,9858,14082,0
753,1,0,9858,14035,0
754,1,0,9858,13988,0
755,1,0,9858,13941,0
756,1,0,9858,13894,0
757,1,0,9858,13847,0
758,1,0,9858,13754,0
759,1,0,9858,13707,0
760,1,0,9858,13613,0
761,1,0,9858,13566,0
762,1,0,9858,13519,0
763,1,0,9858,13425,0
764,1,0,9858,13378,0
765,1,0,9858,13331,0
766,1,0,9858,13284,0
767,1,0,9905,13237,0
768,1,0,9905,13143,0
769,1,0,9905,13049,0
770,1,0,9905,12956,0
771,1,0,9905,12862,0
772,1,0,9905,12768,0
773,1,0,9905,12674,0
774,1,0,9905,12580,0
775,1,0,9905,12533,0
776,1,0,9905,12345,0
777,1,0,9905,12252,0
778,1,0,9905,12111,0
779,1,0,9905,12064,0
780,1,0,9858,12017,0
781,1,0,9858,11923,0
782,1,0,9858,11829,0
783,1,0,9858,11735,0
784,1,0,9858,11688,0
785,1,0,9858,11594,0
786,1,0,9858,11500,0
787,1,0,9811,11454,0
788,1,0,9811,11407,0
789,1,0,9811,11360,0
790,1,0,9811,11313,0
791,1,0,9811,11219,0
792,1,0,9811,11172,0
793,1,0,9811,11125,0
794,1,0,9811,11078,0
795,1,0,9764,10984,0
796,1,0,9764,10890,0
797,1,0,9717,10843,0
798,1,0,9717,10749,0
799,1,0,9717,10656,0
800,1,0,9670,10609,0
801,1,0,9670,10515,0
802,1,0,9623,10468,0
803,1,0,9623,10421,0
804,1,0,9623,10374,0
805,1,0,9576,10280,0
806,1,0,9576,10233,0
807,1,0,9529,10186,0
808,1,0,9529,10092,0
809,1,0,9482,9998,0
810,1,0,9482,9951,0
811,1,0,9435,9811,0
812,1,0,9388,9717,0
813,1,0,9388,9670,0
814,1,0,9388,9576,0
815,1,0,9388,9529,0
816,1,0,9341,9529,0
817,1,0,9294,9435,0
818,1,0,9294,9388,0
819,1,0,9294,9341,0
820,1,0,9294,9294,0
821,1,0,9247,9247,0
822,1,0,9200,9153,0
823,1,0,9154,9060,0
824,1,0,9107,9013,0
825,1,0,9060,8872,0
826,1,0,9060,8825,0
827,1,0,9013,8778,0
828,1,0,8966,8684,0
829,1,0,8966,8637,0
830,1,0,8919,8543,0
831,1,0,8872,8496,0
832,1,0,8872,8449,0
833,1,0,8872,8402,0
834,1,0,8825,8402,0
835,1,0,8778,8308,0
836,1,0,8778,8215,0
837,1,0,8731,8215,0
838,1,0,8731,8168,0
839,1,0,8731,8121,0
840,1,0,8684,8074,0
841,1,0,8637,8027,0
842,1,0,8637,7980,0
843,1,0,8637,7933,0
844,1,0,8590,7933,0
845,1,0,8590,7886,0
846,1,0,8590,7839,0
847,1,0,8590,7792,0
848,1,0,8590,7745,0
849,1,0,8543,7698,0
850,1,0,8543,7651,0
851,1,0,8496,7604,0
852,1,0,8496,7510,0
853,1,0,8496,7464,0
854,1,0,8496,7370,0
855,1,0,8496,7323,0
856,1,0,8496,7276,0
857,1,0,8496,7229,0
858,1,0,8496,7182,0
859,1,0,8496,7135,0
860,1,0,8496,7088,0
861,1,0,8449,7041,0
862,1,0,8449,6994,0
863,1,0,8449,6947,0
864,1,0,8449,6853,0
865,1,0,8449,6806,0
866,1,0,8449,6759,0
867,1,0,8449,6713,0
868,1,0,8449,6666,0
869,1,0,8449,6619,0
870,1,0,8449,6572,0
871,1,0,8449,6525,0
872,1,0,8449,6478,0
873,1,0,8449,6431,0
874,1,0,8449,6337,0
875,1,0,8449,6290,0
876,1,0,8496,6196,0
877,1,0,8543,6196,0
878,1,0,8543,6102,0
879,1,0,8543,6008,0
880,1,0,8543,5961,0
881,1,0,8590,5868,0
882,1,0,8637,5774,0
883,1,0,8637,5727,0
884,1,0,8637,5680,0
885,1,0,8637,5633,0
886,1,0,8684,5633,0
887,1,0,8684,5586,0
888,1,0,8731,5539,0
889,1,0,8731,5492,0
890,1,0,8731,5445,0
891,1,0,8731,5398,0
892,1,0,8778,5351,0
893,1,0,8778,5257,0
894,1,0,8778,5210,0
895,1,0,8778,5163,0
896,1,0,8825,5070,0
897,1,0,8872,4976,0
898,1,0,8872,4929,0
899,1,0,8872,4882,0
900,1,0,8872,4835,0
901,1,0,8919,4788,0
902,1,0,8919,4741,0
903,1,0,8966,4694,0
904,1,0,8966,4647,0
905,1,0,8966,4600,0
906,1,0,8966,4553,0
907,1,0,8966,4506,0
908,1,0,9013,4506,0
909,1,0,9013,4412,0
910,1,0,9013,4365,0
911,1,0,9013,4319,0
912,1,0,9013,4272,0
913,1,0,9060,4272,0
914,1,0,9060,4225,0
915,1,0,9060,4178,0
916,1,0,9060,4131,0
917,1,0,9107,4131,0
918,1,0,9107,4084,0
919,1,0,9107,4037,0
920,1,0,9107,3990,0
921,1,0,9107,3896,0
922,1,0,9154,3849,0
923,1,0,9154,3802,0
924,1,0,9154,3755,0
925,1,0,9154,3708,0
926,1,0,9107,3708,0
927,1,0,9060,3661,0
928,1,0,9013,3661,0
929,1,0,8966,3661,0
930,1,0,8966,3614,0
931,1,0,8919,3614,0
932,1,0,8872,3567,0
933,1,0,8825,3567,0
934,1,0,8778,3567,0
935,1,0,8731,3567,0
936,1,0,8684,3521,0
937,1,0,8637,3521,0
938,1,0,8590,3521,0
939,1,0,8543,3474,0
940,1,0,8496,3474,0
941,1,0,8449,3427,0
942,1,0,8403,3427,0
943,1,0,8356,3427,0
944,1,0,8309,3427,0
945,1,0,8262,3427,0
946,1,0,8215,3380,0
947,1,0,8168,3380,0
948,1,0,8121,3380,0
949,1,0,7980,3333,0
950,1,0,7839,3333,0
951,1,0,7558,3286,0
952,1,0,7511,3286,0
953,1,0,7417,3239,0
954,1,0,7323,3192,0
955,1,0,7229,3192,0
956,1,0,7135,3192,0
957,1,0,7088,3192,0
958,1,0,7041,3192,0
959,1,0,6994,3145,0
960,1,0,6900,3145,0
961,1,0,6853,3145,0
962,1,0,6807,3145,0
963,1,0,6760,3098,0
964,1,0,6713,3098,0
965,1,0,6666,3098,0
966,1,0,6619,3098,0
967,1,0,6572,3098,0
968,1,0,6525,3098,0
969,1,0,6478,3098,0
970,1,0,6431,3051,0
971,1,0,6337,3051,0
972,1,0,6290,3051,0
973,1,0,6196,3051,0
974,1,0,6102,3051,0
975,1,0,6055,3004,0
976,1,0,6009,3004,0
977,1,0,5962,3004,0
978,1,0,5915,3004,0
979,1,0,5868,3004,0
980,1,0,5821,3004,0
981,1,0,5774,3004,0
982,1,0,5727,3004,0
983,1,0,5680,3004,0
984,1,0,5633,3004,0
985,1,0,5586,3004,0
986,1,0,5539,3004,0
987,1,0,5492,3004,0
988,1,0,5445,3004,0
989,1,0,5398,3004,0
990,1,0,5351,3004,0
991,1,0,5304,2957,0
992,1,0,5257,2957,0
993,1,0,5211,2957,0
994,1,0,5164,2957,0
995,1,0,5117,2957,0
