Point_ID,Annotation,Region,X,Y,Z
295,0,0,35746,39662,0
296,0,0,35501,39662,0
297,0,0,35379,39662,0
298,0,0,35072,39662,0
299,0,0,34828,39662,0
300,0,0,34644,39662,0
301,0,0,34338,39662,0
302,0,0,34154,39662,0
303,0,0,34032,39662,0
304,0,0,33604,39662,0
305,0,0,33420,39662,0
306,0,0,33114,39601,0
307,0,0,32869,39601,0
308,0,0,32747,39601,0
309,0,0,32624,39601,0
310,0,0,32441,39601,0
311,0,0,32073,39601,0
312,0,0,31828,39540,0
313,0,0,31645,39540,0
314,0,0,31461,39540,0
315,0,0,31216,39540,0
316,0,0,30910,39540,0
317,0,0,30604,39479,0
318,0,0,30359,39479,0
319,0,0,30115,39479,0
320,0,0,30053,39479,0
321,0,0,29992,39479,0
322,0,0,29870,39479,0
323,0,0,29747,39479,0
324,0,0,29686,39479,0
325,0,0,29625,39479,0
326,0,0,29747,39234,0
327,0,0,29625,39173,0
328,0,0,29441,38928,0
329,0,0,29380,38805,0
330,0,0,29319,38744,0
331,0,0,29319,38622,0
332,0,0,29319,38316,0
333,0,0,29319,38071,0
334,0,0,29319,37826,0
335,0,0,29319,37520,0
336,0,0,29319,37336,0
337,0,0,29258,36847,0
338,0,0,29258,36479,0
339,0,0,29258,36173,0
340,0,0,29258,35745,0
341,0,0,29197,35378,0
342,0,0,29197,34888,0
343,0,0,29074,34398,0
344,0,0,29074,33603,0
345,0,0,29013,33235,0
346,0,0,28891,32746,0
347,0,0,28829,32440,0
348,0,0,28829,31950,0
349,0,0,28829,31522,0
350,0,0,28891,31277,0
351,0,0,28891,30971,0
352,0,0,28952,30603,0
353,0,0,29013,30236,0
354,0,0,29013,29930,0
355,0,0,29135,29685,0
356,0,0,29135,29502,0
357,0,0,29197,29196,0
358,0,0,29258,28951,0
359,0,0,29319,28767,0
360,0,0,29380,28522,0
361,0,0,29441,28278,0
362,0,0,29503,28155,0
363,0,0,29564,28033,0
364,0,0,29686,27849,0
365,0,0,29686,27727,0
366,0,0,29809,27604,0
367,0,0,29870,27482,0
368,0,0,29992,27359,0
369,0,0,30053,27298,0
370,0,0,30115,27176,0
371,0,0,30237,27115,0
372,0,0,30237,27053,0
373,0,0,30298,26992,0
374,0,0,30359,26992,0
375,0,0,30421,26931,0
376,0,0,30543,26747,0
377,0,0,30604,26686,0
378,0,0,30666,26686,0
379,0,0,30666,26564,0
380,0,0,30727,26503,0
381,0,0,30788,26441,0
382,0,0,30849,26258,0
383,0,0,30910,26074,0
384,0,0,30910,25768,0
385,0,0,30869,25764,0
386,0,0,30869,25753,0
387,0,0,30858,25733,0
388,0,0,30858,25722,0
389,0,0,30858,25702,0
390,0,0,30858,25692,0
391,0,0,30848,25681,0
392,0,0,30848,25671,0
393,0,0,30848,25661,0
394,0,0,30848,25650,0
395,0,0,30848,25640,0
396,0,0,30848,25630,0
397,0,0,30848,25620,0
398,0,0,30848,25609,0
399,0,0,30838,25609,0
400,0,0,30827,25599,0
401,0,0,30827,25589,0
402,0,0,30807,25578,0
403,0,0,30797,25568,0
404,0,0,30776,25558,0
405,0,0,30766,25547,0
406,0,0,30755,25537,0
407,0,0,30724,25517,0
408,0,0,30694,25506,0
409,0,0,30683,25496,0
410,0,0,30642,25486,0
411,0,0,30632,25475,0
412,0,0,30611,25465,0
413,0,0,30570,25445,0
414,0,0,30550,25445,0
415,0,0,30539,25445,0
416,0,0,30508,25424,0
417,0,0,30498,25414,0
418,0,0,30467,25414,0
419,0,0,30447,25403,0
420,0,0,30426,25393,0
421,0,0,30416,25383,0
422,0,0,30405,25383,0
423,0,0,30395,25383,0
424,0,0,30375,25372,0
425,0,0,30375,25362,0
426,0,0,30364,25362,0
427,0,0,30354,25352,0
428,0,0,30344,25342,0
429,0,0,30333,25342,0
430,0,0,30323,25331,0
431,0,0,30302,25311,0
432,0,0,30261,25300,0
433,0,0,30251,25290,0
434,0,0,30230,25270,0
435,0,0,30210,25270,0
436,0,0,30200,25249,0
437,0,0,30179,25228,0
438,0,0,30169,25218,0
439,0,0,30148,25197,0
440,0,0,30138,25197,0
441,0,0,30127,25187,0
442,0,0,30127,25177,0
443,0,0,30107,25167,0
444,0,0,30107,25156,0
445,0,0,30086,25156,0
446,0,0,30076,25136,0
447,0,0,30055,25125,0
448,0,0,30025,25115,0
449,0,0,30004,25095,0
450,0,0,29983,25074,0
451,0,0,29963,25053,0
452,0,0,29953,25043,0
453,0,0,29922,25023,0
454,0,0,29922,25012,0
455,0,0,29911,25002,0
456,0,0,29901,24992,0
457,0,0,29891,24971,0
458,0,0,29891,24961,0
459,0,0,29880,24961,0
460,0,0,29870,24950,0
461,0,0,29870,24930,0
462,0,0,29860,24930,0
463,0,0,29850,24920,0
464,0,0,29839,24909,0
465,0,0,29829,24909,0
466,0,0,29808,24889,0
467,0,0,29788,24878,0
468,0,0,29788,24868,0
469,0,0,29757,24848,0
470,0,0,29747,24837,0
471,0,0,29726,24817,0
472,0,0,29705,24817,0
473,0,0,29695,24806,0
474,0,0,29675,24765,0
475,0,0,29689,24735,0
476,0,0,29687,24732,0
477,0,0,29685,24732,0
478,0,0,29685,24730,0
479,0,0,29685,24728,0
480,0,0,29680,24721,0
481,0,0,29678,24719,0
482,0,0,29678,24712,0
483,0,0,29675,24707,0
484,0,0,29673,24703,0
485,0,0,29669,24694,0
486,0,0,29669,24689,0
487,0,0,29669,24685,0
488,0,0,29666,24678,0
489,0,0,29662,24669,0
490,0,0,29657,24650,0
491,0,0,29655,24639,0
492,0,0,29650,24628,0
493,0,0,29648,24616,0
494,0,0,29644,24607,0
495,0,0,29639,24587,0
496,0,0,29635,24566,0
497,0,0,29630,24557,0
498,0,0,29630,24548,0
499,0,0,29623,24535,0
500,0,0,29619,24523,0
501,0,0,29614,24510,0
502,0,0,29603,24482,0
503,0,0,29594,24464,0
504,0,0,29582,24435,0
505,0,0,29580,24428,0
506,0,0,29571,24405,0
507,0,0,29571,24403,0
508,0,0,29569,24400,0
509,0,0,29566,24394,0
510,0,0,29564,24387,0
511,0,0,29557,24380,0
512,0,0,29553,24371,0
513,0,0,29550,24366,0
514,0,0,29546,24362,0
515,0,0,29539,24357,0
516,0,0,29532,24348,0
517,0,0,29530,24346,0
518,0,0,29525,24335,0
519,0,0,29516,24328,0
520,0,0,29512,24319,0
521,0,0,29507,24310,0
522,0,0,29500,24300,0
523,0,0,29485,24266,0
524,0,0,29482,24257,0
525,0,0,29480,24250,0
526,0,0,29475,24241,0
527,0,0,29475,24239,0
528,0,0,29471,24235,0
529,0,0,29469,24228,0
530,0,0,29462,24219,0
531,0,0,29457,24212,0
532,0,0,29448,24198,0
533,0,0,29446,24194,0
534,0,0,29444,24185,0
535,0,0,29439,24178,0
536,0,0,29437,24171,0
537,0,0,29430,24164,0
538,0,0,29428,24160,0
539,0,0,29425,24153,0
540,0,0,29421,24144,0
541,0,0,29414,24128,0
542,0,0,29412,24121,0
543,0,0,29410,24114,0
544,0,0,29400,24098,0
545,0,0,29400,24091,0
546,0,0,29396,24078,0
547,0,0,29391,24064,0
548,0,0,29389,24053,0
549,0,0,29385,24041,0
550,0,0,29375,24039,0
551,0,0,29375,24036,0
552,0,0,29375,24034,0
553,0,0,29375,24030,0
554,0,0,29375,24025,0
555,0,0,29375,24018,0
556,0,0,29375,24016,0
557,0,0,29375,24009,0
558,0,0,29375,24005,0
559,0,0,29375,24000,0
560,0,0,29375,23995,0
561,0,0,29375,23989,0
562,0,0,29375,23982,0
563,0,0,29375,23973,0
564,0,0,29375,23966,0
565,0,0,29373,23952,0
566,0,0,29371,23939,0
567,0,0,29368,23930,0
568,0,0,29368,23923,0
569,0,0,29366,23914,0
570,0,0,29364,23905,0
571,0,0,29359,23893,0
572,0,0,29357,23886,0
573,0,0,29352,23870,0
574,0,0,29352,23861,0
575,0,0,29350,23852,0
576,0,0,29350,23843,0
577,0,0,29348,23836,0
578,0,0,29343,23823,0
579,0,0,29341,23811,0
580,0,0,29341,23800,0
581,0,0,29334,23782,0
582,0,0,29330,23768,0
583,0,0,29323,23745,0
584,0,0,29318,23725,0
585,0,0,29311,23702,0
586,0,0,29305,23677,0
587,0,0,29300,23666,0
588,0,0,29296,23643,0
589,0,0,29284,23607,0
590,0,0,29268,23534,0
591,0,0,29268,23530,0
592,0,0,29266,23530,0
593,0,0,29266,23525,0
594,0,0,29266,23523,0
595,0,0,29264,23518,0
596,0,0,29261,23511,0
597,0,0,29261,23507,0
598,0,0,29261,23502,0
599,0,0,29259,23498,0
600,0,0,29255,23491,0
601,0,0,29255,23486,0
602,0,0,29252,23484,0
603,0,0,29250,23477,0
604,0,0,29246,23470,0
605,0,0,29241,23461,0
606,0,0,29239,23452,0
607,0,0,29234,23443,0
608,0,0,29230,23434,0
609,0,0,29225,23420,0
610,0,0,29221,23411,0
611,0,0,29216,23407,0
612,0,0,29214,23398,0
613,0,0,29211,23391,0
614,0,0,29207,23382,0
615,0,0,29207,23375,0
616,0,0,29205,23370,0
617,0,0,29202,23364,0
618,0,0,29200,23355,0
619,0,0,29200,23348,0
620,0,0,29198,23332,0
621,0,0,29196,23323,0
622,0,0,29196,23311,0
623,0,0,29196,23295,0
624,0,0,29196,23286,0
625,0,0,29196,23280,0
626,0,0,29196,23270,0
627,0,0,29196,23264,0
628,0,0,29196,23252,0
629,0,0,29196,23245,0
630,0,0,29196,23239,0
631,0,0,29196,23234,0
632,0,0,29196,23227,0
633,0,0,29196,23223,0
634,0,0,29196,23218,0
635,0,0,29196,23207,0
636,0,0,29193,23191,0
637,0,0,29191,23180,0
638,0,0,29189,23166,0
639,0,0,29186,23157,0
640,0,0,29186,23148,0
641,0,0,29186,23139,0
642,0,0,29186,23127,0
643,0,0,29186,23120,0
644,0,0,29186,23111,0
645,0,0,29186,23102,0
646,0,0,29186,23095,0
647,0,0,29186,23082,0
648,0,0,29191,23077,0
649,0,0,29191,23046,0
650,0,0,29191,23025,0
651,0,0,29201,22994,0
652,0,0,29201,22974,0
653,0,0,29211,22943,0
654,0,0,29222,22922,0
655,0,0,29222,22902,0
656,0,0,29222,22850,0
657,0,0,29232,22819,0
658,0,0,29232,22788,0
659,0,0,29232,22727,0
660,0,0,29232,22665,0
661,0,0,29232,22634,0
662,0,0,29232,22593,0
663,0,0,29232,22552,0
664,0,0,29232,22500,0
665,0,0,29232,22469,0
666,0,0,29232,22438,0
667,0,0,29232,22408,0
668,0,0,29232,22377,0
669,0,0,29222,22336,0
670,0,0,29222,22305,0
671,0,0,29211,22253,0
672,0,0,29201,22222,0
673,0,0,29201,22191,0
674,0,0,29201,22171,0
675,0,0,29242,22161,0
676,0,0,29242,22151,0
677,0,0,29232,22141,0
678,0,0,29232,22120,0
679,0,0,29232,22110,0
680,0,0,29232,22099,0
681,0,0,29221,22089,0
682,0,0,29221,22079,0
683,0,0,29221,22069,0
684,0,0,29221,22058,0
685,0,0,29221,22038,0
686,0,0,29221,22017,0
687,0,0,29221,21986,0
688,0,0,29211,21966,0
689,0,0,29211,21935,0
690,0,0,29201,21904,0
691,0,0,29201,21863,0
692,0,0,29201,21842,0
693,0,0,29201,21821,0
694,0,0,29191,21801,0
695,0,0,29191,21770,0
696,0,0,29191,21749,0
697,0,0,29191,21729,0
698,0,0,29191,21719,0
699,0,0,29191,21698,0
700,0,0,29191,21667,0
701,0,0,29191,21646,0
702,0,0,29191,21626,0
703,0,0,29191,21595,0
704,0,0,29191,21564,0
705,0,0,29191,21533,0
706,0,0,29191,21502,0
707,0,0,29191,21472,0
708,0,0,29191,21441,0
709,0,0,29191,21410,0
710,0,0,29191,21379,0
711,0,0,29191,21348,0
712,0,0,29191,21307,0
713,0,0,29191,21245,0
714,0,0,29191,21204,0
715,0,0,29191,21173,0
716,0,0,29191,21132,0
717,0,0,29191,21080,0
718,0,0,29191,21039,0
719,0,0,29191,20988,0
720,0,0,29180,20957,0
721,0,0,29180,20926,0
722,0,0,29170,20885,0
723,0,0,29170,20864,0
724,0,0,29160,20833,0
725,0,0,29160,20802,0
726,0,0,29149,20782,0
727,0,0,29149,20772,0
728,0,0,29149,20741,0
729,0,0,29149,20720,0
730,0,0,29149,20689,0
731,0,0,29139,20648,0
732,0,0,29139,20627,0
733,0,0,29139,20607,0
734,0,0,29129,20586,0
735,0,0,29129,20566,0
736,0,0,29129,20525,0
737,0,0,29129,20494,0
738,0,0,29129,20391,0
739,0,0,29129,20288,0
740,0,0,29129,20278,0
741,0,0,29129,20267,0
742,0,0,29129,20257,0
743,0,0,29129,20236,0
744,0,0,29129,20216,0
745,0,0,29139,20195,0
746,0,0,29139,20175,0
747,0,0,29139,20144,0
748,0,0,29149,20113,0
749,0,0,29149,20072,0
750,0,0,29160,20051,0
751,0,0,29160,20010,0
752,0,0,29160,19989,0
753,0,0,29160,19969,0
754,0,0,29170,19938,0
755,0,0,29170,19917,0
756,0,0,29170,19897,0
757,0,0,29180,19866,0
758,0,0,29180,19835,0
759,0,0,29180,19814,0
760,0,0,29180,19783,0
761,0,0,29191,19763,0
762,0,0,29191,19732,0
763,0,0,29191,19711,0
764,0,0,29201,19681,0
765,0,0,29201,19650,0
766,0,0,29211,19619,0
767,0,0,29211,19598,0
768,0,0,29211,19567,0
769,0,0,29221,19547,0
770,0,0,29221,19526,0
771,0,0,29221,19495,0
772,0,0,29232,19475,0
773,0,0,29242,19444,0
774,0,0,29252,19423,0
775,0,0,29252,19392,0
776,0,0,29263,19351,0
777,0,0,29273,19331,0
778,0,0,29283,19300,0
779,0,0,29283,19289,0
780,0,0,29283,19269,0
781,0,0,29294,19248,0
782,0,0,29304,19217,0
783,0,0,29314,19186,0
784,0,0,29314,19156,0
785,0,0,29324,19125,0
786,0,0,29335,19094,0
787,0,0,29345,19073,0
788,0,0,29345,19053,0
789,0,0,29355,19022,0
790,0,0,29355,19001,0
791,0,0,29355,18970,0
792,0,0,29366,18939,0
793,0,0,29366,18909,0
794,0,0,29376,18888,0
795,0,0,29376,18857,0
796,0,0,29386,18836,0
797,0,0,29386,18806,0
798,0,0,29386,18785,0
799,0,0,29386,18754,0
800,0,0,29386,18734,0
801,0,0,29396,18723,0
802,0,0,29396,18682,0
803,0,0,29407,18662,0
804,0,0,29407,18641,0
805,0,0,29407,18620,0
806,0,0,29407,18589,0
807,0,0,29407,18559,0
808,0,0,29417,18528,0
809,0,0,29417,18497,0
810,0,0,29417,18476,0
811,0,0,29417,18435,0
812,0,0,29417,18414,0
813,0,0,29427,18384,0
814,0,0,29427,18363,0
815,0,0,29427,18353,0
816,0,0,29427,18332,0
817,0,0,29427,18301,0
818,0,0,29427,18281,0
819,0,0,29427,18260,0
820,0,0,29427,18239,0
821,0,0,29427,18219,0
822,0,0,29427,18198,0
823,0,0,29427,18147,0
824,0,0,29427,18137,0
825,0,0,29427,18126,0
826,0,0,29427,18116,0
827,0,0,29438,18116,0
828,0,0,29438,18106,0
829,0,0,29438,18095,0
830,0,0,29448,18075,0
831,0,0,29468,18044,0
832,0,0,29468,18013,0
833,0,0,29489,17982,0
834,0,0,29510,17962,0
835,0,0,29510,17931,0
836,0,0,29520,17910,0
837,0,0,29530,17900,0
838,0,0,29530,17890,0
839,0,0,29541,17859,0
840,0,0,29551,17848,0
841,0,0,29561,17828,0
842,0,0,29582,17807,0
843,0,0,29582,17787,0
844,0,0,29602,17766,0
845,0,0,29613,17745,0
846,0,0,29623,17725,0
847,0,0,29633,17704,0
848,0,0,29643,17694,0
849,0,0,29654,17684,0
850,0,0,29674,17653,0
851,0,0,29685,17632,0
852,0,0,29705,17601,0
853,0,0,29726,17581,0
854,0,0,29736,17560,0
855,0,0,29746,17540,0
856,0,0,29757,17519,0
857,0,0,29767,17509,0
858,0,0,29788,17478,0
859,0,0,29798,17457,0
860,0,0,29808,17426,0
861,0,0,29829,17416,0
862,0,0,29849,17385,0
863,0,0,29870,17354,0
864,0,0,29901,17334,0
865,0,0,29911,17303,0
866,0,0,29942,17272,0
867,0,0,29952,17262,0
868,0,0,29963,17251,0
869,0,0,29983,17220,0
870,0,0,29993,17210,0
871,0,0,30004,17190,0
872,0,0,30024,17169,0
873,0,0,30045,17138,0
874,0,0,30055,17118,0
875,0,0,30065,17097,0
876,0,0,30076,17076,0
877,0,0,30096,17056,0
878,0,0,30096,17046,0
879,0,0,30117,17025,0
880,0,0,30127,17015,0
881,0,0,30127,17004,0
882,0,0,30127,16984,0
883,0,0,30127,16984,0
884,0,0,30158,16953,0
885,0,0,30179,16932,0
886,0,0,30179,16912,0
887,0,0,30199,16881,0
888,0,0,30220,16850,0
889,0,0,30240,16829,0
890,0,0,30261,16798,0
891,0,0,30282,16778,0
892,0,0,30292,16768,0
893,0,0,30313,16757,0
894,0,0,30313,16737,0
895,0,0,30323,16726,0
896,0,0,30333,16716,0
897,0,0,30333,16706,0
898,0,0,30343,16706,0
899,0,0,30343,16696,0
900,0,0,30343,16685,0
901,0,0,30344,16685,0
902,0,0,30354,16685,0
903,0,0,30365,16664,0
904,0,0,30375,16644,0
905,0,0,30395,16613,0
906,0,0,30426,16582,0
907,0,0,30437,16551,0
908,0,0,30478,16510,0
909,0,0,30498,16469,0
910,0,0,30519,16458,0
911,0,0,30529,16427,0
912,0,0,30550,16396,0
913,0,0,30570,16366,0
914,0,0,30581,16345,0
915,0,0,30601,16324,0
916,0,0,30632,16294,0
917,0,0,30663,16263,0
918,0,0,30673,16252,0
919,0,0,30684,16242,0
920,0,0,30704,16222,0
921,0,0,30725,16201,0
922,0,0,30745,16180,0
923,0,0,30776,16170,0
924,0,0,30807,16139,0
925,0,0,30828,16129,0
926,0,0,30869,16108,0
927,0,0,30889,16088,0
928,0,0,30931,16067,0
929,0,0,30941,16057,0
930,0,0,30962,16036,0
931,0,0,30992,16036,0
932,0,0,31023,16005,0
933,0,0,31064,15985,0
934,0,0,31085,15954,0
935,0,0,31147,15913,0
936,0,0,31198,15872,0
937,0,0,31239,15830,0
938,0,0,31270,15800,0
939,0,0,31301,15769,0
940,0,0,31322,15748,0
941,0,0,31353,15707,0
942,0,0,31373,15697,0
943,0,0,31404,15655,0
944,0,0,31425,15645,0
945,0,0,31445,15604,0
946,0,0,31466,15583,0
947,0,0,31486,15563,0
948,0,0,31517,15522,0
949,0,0,31528,15511,0
950,0,0,31569,15470,0
951,0,0,31579,15450,0
952,0,0,31610,15429,0
953,0,0,31631,15398,0
954,0,0,31641,15388,0
955,0,0,31672,15367,0
956,0,0,31692,15357,0
957,0,0,31703,15326,0
958,0,0,31733,15305,0
959,0,0,31775,15275,0
960,0,0,31806,15244,0
961,0,0,31867,15213,0
962,0,0,31919,15172,0
963,0,0,31950,15151,0
964,0,0,32001,15120,0
965,0,0,32022,15100,0
966,0,0,32063,15079,0
967,0,0,32094,15058,0
968,0,0,32114,15048,0
969,0,0,32145,15028,0
970,0,0,32166,15017,0
971,0,0,32186,15007,0
972,0,0,32197,15007,0
973,0,0,32269,14966,0
974,0,0,32310,14945,0
975,0,0,32382,14925,0
976,0,0,32392,14911,0
977,0,0,32400,14904,0
978,0,0,32411,14900,0
979,0,0,32418,14893,0
980,0,0,32433,14882,0
981,0,0,32448,14870,0
982,0,0,32470,14859,0
983,0,0,32481,14848,0
984,0,0,32496,14837,0
985,0,0,32507,14833,0
986,0,0,32529,14819,0
987,0,0,32555,14807,0
988,0,0,32585,14793,0
989,0,0,32600,14785,0
990,0,0,32629,14778,0
991,0,0,32659,14770,0
992,0,0,32674,14767,0
993,0,0,32703,14759,0
994,0,0,32737,14752,0
995,0,0,32770,14745,0
